epoch,accuracy,loss,lr,recall,val_accuracy,val_loss,val_recall
0,0.7910349369049072,0.55213463306427,1e-04,0.736083984375,0.8779982924461365,0.2978527545928955,0.6590436697006226
1,0.8570277690887451,0.4036451280117035,1e-04,0.824462890625,0.8757549524307251,0.28900864720344543,0.7858628034591675
2,0.892184853553772,0.3142758905887604,1e-04,0.869384765625,0.8814495205879211,0.2800549566745758,0.7754677534103394
3,0.9239727258682251,0.23749735951423645,1e-04,0.910400390625,0.8918032646179199,0.27105069160461426,0.7837837934494019
4,0.9444810748100281,0.17925824224948883,1e-04,0.9326171875,0.902502179145813,0.2542612850666046,0.7318087220191956
5,0.9628652930259705,0.12461261451244354,1e-04,0.95654296875,0.8985332250595093,0.29397279024124146,0.7713097929954529
6,0.9701164364814758,0.10257140547037125,1e-04,0.964111328125,0.897497832775116,0.3155917823314667,0.7837837934494019
7,0.9734857082366943,0.08990273624658585,1e-04,0.96826171875,0.9059534072875977,0.29604873061180115,0.7713097929954529
8,0.9759759902954102,0.08184949308633804,1e-04,0.970703125,0.8821398019790649,0.4056094288825989,0.8419958353042603
9,0.9805903434753418,0.06728023290634155,1e-04,0.97998046875,0.8899050951004028,0.4013334810733795,0.8316008448600769
10,0.9854244589805603,0.05098521336913109,5e-05,0.982666015625,0.9118205308914185,0.2966141998767853,0.7733888030052185
11,0.9901120662689209,0.03865404799580574,5e-05,0.9892578125,0.9052631855010986,0.3271538019180298,0.790020763874054
12,0.9918699264526367,0.03180593624711037,5e-05,0.990966796875,0.9085418581962585,0.3474777340888977,0.7983368039131165
13,0.9927488565444946,0.02750309929251671,5e-05,0.991943359375,0.9161345958709717,0.3220190405845642,0.7338877320289612
14,0.9924558997154236,0.029138030484318733,5e-05,0.990478515625,0.9128559231758118,0.3468172550201416,0.7754677534103394
