epoch,accuracy,loss,lr,recall,val_accuracy,val_loss,val_recall
0,0.8122757077217102,0.4966644048690796,1e-05,0.745849609375,0.8374460935592651,0.3451243042945862,0.7380457520484924
1,0.8124221563339233,0.4944082498550415,1e-05,0.75244140625,0.8381363153457642,0.34742608666419983,0.7484407424926758
2,0.8153519630432129,0.4947907328605652,1e-05,0.755859375,0.8345125317573547,0.3490838408470154,0.7629937529563904
3,0.8187944293022156,0.4837993383407593,1e-05,0.76220703125,0.8372735381126404,0.3452663719654083,0.7567567825317383
4,0.826338529586792,0.47360333800315857,5e-06,0.7802734375,0.8396893739700317,0.34109753370285034,0.7505197525024414
5,0.8226763606071472,0.4792262017726898,5e-06,0.7568359375,0.8379637598991394,0.34554561972618103,0.7629937529563904
6,0.8230425715446472,0.47194308042526245,5e-06,0.765625,0.8276100158691406,0.36257418990135193,0.7817047834396362
7,0.8264850378036499,0.46945124864578247,5e-06,0.771728515625,0.8371009230613708,0.34588778018951416,0.765072762966156
8,0.8235552906990051,0.4729439318180084,2.5e-06,0.77490234375,0.8383088707923889,0.34368574619293213,0.7609147429466248
9,0.8244341611862183,0.466916561126709,2.5e-06,0.77490234375,0.8315789699554443,0.35509252548217773,0.7754677534103394
