epoch,accuracy,loss,lr,recall,val_accuracy,val_loss,val_recall
0,0.42500001192092896,1.4055192470550537,0.001,0.46666666865348816,0.5,0.7010358572006226,1.0
1,0.48750001192092896,1.2654972076416016,0.001,0.46666666865348816,0.5,0.695697009563446,1.0
2,0.5874999761581421,0.9889739751815796,0.001,0.6000000238418579,0.5,0.697114884853363,1.0
3,0.612500011920929,0.9974428415298462,0.001,0.644444465637207,0.5,0.6998296976089478,1.0
4,0.6625000238418579,0.8266383409500122,0.001,0.7333333492279053,0.5,0.7059050798416138,1.0
5,0.6875,0.7115253210067749,0.001,0.8666666746139526,0.5,0.7083398699760437,1.0
6,0.6875,0.7920912504196167,0.001,0.7555555701255798,0.5,0.7064412236213684,1.0
7,0.75,0.7241012454032898,0.0005,0.800000011920929,0.5,0.7072798013687134,1.0
8,0.762499988079071,0.6658924221992493,0.0005,0.8666666746139526,0.5,0.7047649621963501,1.0
9,0.7250000238418579,0.6813233494758606,0.0005,0.8666666746139526,0.5,0.7017186284065247,1.0
10,0.8125,0.6036117672920227,0.0005,0.8888888955116272,0.5,0.7063997387886047,1.0
11,0.6875,0.7637699246406555,0.0005,0.8222222328186035,0.5,0.7097126245498657,1.0
