epoch,accuracy,loss,lr,recall,val_accuracy,val_loss,val_recall
0,0.7684025764465332,0.6175974011421204,0.001,0.692626953125,0.8467644453048706,0.3485485017299652,0.6528066396713257
1,0.7883981466293335,0.5648999810218811,0.001,0.70703125,0.8010354042053223,0.4253816604614258,0.7837837934494019
2,0.7972607016563416,0.5409920811653137,0.001,0.728759765625,0.8193269968032837,0.37898775935173035,0.7422037124633789
3,0.7988720536231995,0.53523188829422,0.001,0.730224609375,0.835030198097229,0.35855814814567566,0.7276507019996643
4,0.8042188286781311,0.5303834676742554,0.001,0.731201171875,0.8286454081535339,0.37539345026016235,0.7484407424926758
5,0.8057569861412048,0.5250177979469299,0.001,0.734375,0.8124244809150696,0.3963003158569336,0.7442827224731445
6,0.8046582937240601,0.5232763886451721,0.0005,0.736328125,0.8310612440109253,0.36147889494895935,0.7380457520484924
7,0.8064161539077759,0.5175058245658875,0.0005,0.735595703125,0.8341673612594604,0.3565434217453003,0.7442827224731445
8,0.8064161539077759,0.5125048160552979,0.0005,0.730224609375,0.8217428922653198,0.3818557858467102,0.7671517729759216
9,0.805097758769989,0.5134811401367188,0.0005,0.73876953125,0.826056957244873,0.36627909541130066,0.752598762512207
10,0.8060499429702759,0.514670729637146,0.0005,0.735107421875,0.8315789699554443,0.361876904964447,0.752598762512207
