epoch,accuracy,loss,lr,recall,val_accuracy,val_loss,val_recall
0,0.7569764852523804,0.6423034071922302,0.001,0.6748046875,0.8640207052230835,0.3286319971084595,0.6008316278457642
1,0.7857613563537598,0.5663504004478455,0.001,0.69873046875,0.8405522108078003,0.3656999468803406,0.7130976915359497
2,0.7967479825019836,0.5439779162406921,0.001,0.72265625,0.8091458082199097,0.39363548159599304,0.7567567825317383
3,0.7995312213897705,0.5363754034042358,0.001,0.727294921875,0.8371009230613708,0.35745251178741455,0.7214137315750122
4,0.7999706864356995,0.534791111946106,0.001,0.724853515625,0.826056957244873,0.3802492916584015,0.7484407424926758
5,0.7993115186691284,0.5328634977340698,0.001,0.720947265625,0.8239861726760864,0.38041064143180847,0.7629937529563904
6,0.8045850992202759,0.520572304725647,0.0005,0.733642578125,0.8308886885643005,0.35769614577293396,0.7318087220191956
7,0.8065626621246338,0.5131455659866333,0.0005,0.735107421875,0.825539231300354,0.3657987713813782,0.7442827224731445
8,0.8096389174461365,0.5102667808532715,0.0005,0.7431640625,0.8367558121681213,0.3465510308742523,0.7151767015457153
9,0.8064894080162048,0.5137372016906738,0.0005,0.7392578125,0.8417601585388184,0.34446659684181213,0.7276507019996643
10,0.8088332414627075,0.5171570181846619,0.0005,0.733154296875,0.8308886885643005,0.3561084568500519,0.7359667420387268
