epoch,accuracy,loss,lr,recall,val_accuracy,val_loss,val_recall
0,0.7627627849578857,0.6247289776802063,0.001,0.683837890625,0.8379637598991394,0.3558622896671295,0.6507276296615601
1,0.7859811186790466,0.5651451945304871,0.001,0.702392578125,0.8371009230613708,0.3582819998264313,0.7130976915359497
2,0.8001171946525574,0.5429571270942688,0.001,0.728759765625,0.8250215649604797,0.3665085732936859,0.7380457520484924
3,0.7946239113807678,0.5369710922241211,0.001,0.71923828125,0.8201898336410522,0.372306227684021,0.7255717515945435
4,0.7996777296066284,0.5383344292640686,0.001,0.7216796875,0.8219154477119446,0.3698199689388275,0.7297297120094299
5,0.7996044754981995,0.5338423252105713,0.001,0.732177734375,0.8317515254020691,0.3578254282474518,0.7463617324829102
6,0.803632915019989,0.5162221193313599,0.0005,0.736328125,0.8372735381126404,0.3484187126159668,0.7214137315750122
7,0.8018018007278442,0.5151242613792419,0.0005,0.7314453125,0.8143227100372314,0.37654539942741394,0.7567567825317383
8,0.8098586201667786,0.5114077925682068,0.0005,0.74365234375,0.8295081853866577,0.356596976518631,0.7234927415847778
9,0.8076612949371338,0.517891526222229,0.0005,0.739013671875,0.8307161331176758,0.3496892750263214,0.7193347215652466
10,0.8083205223083496,0.5119261145591736,0.0005,0.741943359375,0.8566005229949951,0.3199119567871094,0.7027027010917664
11,0.8056104779243469,0.5164927244186401,0.0005,0.730224609375,0.8236410617828369,0.36911484599113464,0.7692307829856873
12,0.805903434753418,0.516251802444458,0.0005,0.73388671875,0.8331320285797119,0.35080379247665405,0.7422037124633789
13,0.8100051283836365,0.5147853493690491,0.0005,0.736083984375,0.8276100158691406,0.3545244634151459,0.7234927415847778
14,0.8085402250289917,0.5167946815490723,0.0005,0.73388671875,0.8186367750167847,0.3647782802581787,0.7546777725219727
15,0.8078810572624207,0.5113489031791687,0.0005,0.73828125,0.8184642195701599,0.3716609477996826,0.752598762512207
16,0.8076612949371338,0.5092383027076721,0.00025,0.738037109375,0.8322691917419434,0.3505929112434387,0.7401247620582581
17,0.8112502694129944,0.5046858787536621,0.00025,0.73583984375,0.8201898336410522,0.37193870544433594,0.7484407424926758
18,0.8085402250289917,0.5100935101509094,0.00025,0.74072265625,0.8238136172294617,0.36200055480003357,0.7401247620582581
19,0.8083205223083496,0.5050634741783142,0.00025,0.744873046875,0.8364107012748718,0.34782034158706665,0.7338877320289612
20,0.804804801940918,0.5092787742614746,0.00025,0.730224609375,0.845211386680603,0.33934828639030457,0.717255711555481
