epoch,accuracy,loss,lr,recall,val_accuracy,val_loss,val_recall
0,0.8026807308197021,0.5306252241134644,1e-04,0.74658203125,0.8232959508895874,0.3751008212566376,0.8108108043670654
1,0.8149856925010681,0.49405011534690857,1e-04,0.75927734375,0.6579810380935669,0.7198665738105774,0.9293139576911926
2,0.8284626007080078,0.4614044725894928,1e-04,0.78515625,0.8412424325942993,0.3466684818267822,0.7692307829856873
3,0.8455284833908081,0.4294925928115845,1e-04,0.799072265625,0.8562554121017456,0.31530770659446716,0.7442827224731445
4,0.8576869368553162,0.3999488651752472,1e-04,0.821044921875,0.893011212348938,0.24301397800445557,0.6860706806182861
5,0.86794114112854,0.36540862917900085,1e-04,0.83447265625,0.88852459192276,0.2543521225452423,0.7255717515945435
6,0.8849337100982666,0.3389025628566742,1e-04,0.851318359375,0.9075064659118652,0.22625644505023956,0.6091476082801819
7,0.8926975727081299,0.31278085708618164,1e-04,0.8671875,0.8842105269432068,0.27070528268814087,0.7858628034591675
8,0.9088844656944275,0.27656394243240356,1e-04,0.88525390625,0.8880069255828857,0.26820871233940125,0.752598762512207
9,0.9205302596092224,0.2452595978975296,1e-04,0.902099609375,0.8962898850440979,0.2604570686817169,0.7546777725219727
10,0.9272687435150146,0.22442567348480225,1e-04,0.90673828125,0.8533218502998352,0.3829784393310547,0.8232848048210144
11,0.9353988170623779,0.19910335540771484,1e-04,0.92138671875,0.8610871434211731,0.3552844226360321,0.82536381483078
12,0.9530506134033203,0.15285199880599976,5e-05,0.94189453125,0.8761000633239746,0.3318259119987488,0.812889814376831
13,0.9619131088256836,0.13010771572589874,5e-05,0.95068359375,0.901984453201294,0.2728365361690521,0.7401247620582581
14,0.9647696614265442,0.12011710554361343,5e-05,0.95703125,0.8674719333648682,0.3639257848262787,0.8087317943572998
15,0.9645498991012573,0.12177857011556625,5e-05,0.956298828125,0.8724762797355652,0.36270180344581604,0.8191268444061279
16,0.9685783386230469,0.110039122402668,5e-05,0.961669921875,0.8502156734466553,0.458000510931015,0.8295218348503113
