epoch,accuracy,loss,lr,recall,val_accuracy,val_loss,val_recall
0,0.7653995752334595,0.6314547061920166,0.001,0.684326171875,0.8574633598327637,0.3282938599586487,0.632016658782959
1,0.7895700335502625,0.5636424422264099,0.001,0.707275390625,0.8043140769004822,0.399649441242218,0.7484407424926758
2,0.7950633764266968,0.547606348991394,0.001,0.720703125,0.8286454081535339,0.36919936537742615,0.7130976915359497
3,0.8013623356819153,0.5335550904273987,0.001,0.723876953125,0.8408973217010498,0.35129910707473755,0.7151767015457153
4,0.8001904487609863,0.5301192402839661,0.001,0.727783203125,0.8319240808486938,0.3464726209640503,0.7027027010917664
5,0.7994579672813416,0.5349000096321106,0.001,0.72021484375,0.8295081853866577,0.36145269870758057,0.7422037124633789
6,0.8058302402496338,0.5180945992469788,0.0005,0.730224609375,0.8160483241081238,0.3788752853870392,0.7380457520484924
7,0.8026807308197021,0.520781934261322,0.0005,0.72802734375,0.821052610874176,0.3659752607345581,0.7380457520484924
8,0.8039258718490601,0.5169495344161987,0.0005,0.73095703125,0.8372735381126404,0.3547719419002533,0.7401247620582581
9,0.8067823648452759,0.5134568214416504,0.0005,0.7333984375,0.8326143026351929,0.36300796270370483,0.7255717515945435
10,0.8077345490455627,0.5148187279701233,0.0005,0.738525390625,0.8426229357719421,0.3405815362930298,0.704781711101532
