epoch,accuracy,loss,lr,recall,val_accuracy,val_loss,val_recall
0,0.8097853660583496,0.504308819770813,1e-04,0.730224609375,0.8307161331176758,0.35321488976478577,0.7297297120094299
1,0.8138870596885681,0.5044493079185486,1e-04,0.73583984375,0.8317515254020691,0.3525821566581726,0.7276507019996643
2,0.8122757077217102,0.49937155842781067,1e-04,0.745361328125,0.8296807408332825,0.3567233681678772,0.7297297120094299
3,0.8125686645507812,0.5002923011779785,1e-04,0.737548828125,0.8300259113311768,0.35222309827804565,0.7380457520484924
4,0.8086867332458496,0.5067442059516907,1e-04,0.735107421875,0.8291630744934082,0.3565484881401062,0.7463617324829102
5,0.8133010864257812,0.5031233429908752,1e-04,0.74609375,0.830543577671051,0.3546825349330902,0.7463617324829102
6,0.8119094967842102,0.49957093596458435,5e-05,0.740478515625,0.8345125317573547,0.3467050790786743,0.7338877320289612
7,0.815571665763855,0.5008019208908081,5e-05,0.744873046875,0.8300259113311768,0.35545191168785095,0.7505197525024414
8,0.8105178475379944,0.5050424337387085,5e-05,0.74169921875,0.8308886885643005,0.3540322184562683,0.7463617324829102
9,0.8129348754882812,0.5024678707122803,2.5e-05,0.740966796875,0.8341673612594604,0.3472696840763092,0.7359667420387268
10,0.815864622592926,0.5007405877113342,2.5e-05,0.74658203125,0.8352027535438538,0.346816748380661,0.7359667420387268
11,0.8119094967842102,0.5017215013504028,1.25e-05,0.743408203125,0.83123379945755,0.354045033454895,0.7484407424926758
