epoch,accuracy,loss,lr,recall,val_accuracy,val_loss,val_recall
0,0.8091261982917786,0.5281893014907837,1e-04,0.74267578125,0.7932700514793396,0.4267234206199646,0.8087317943572998
1,0.8230425715446472,0.47273343801498413,1e-04,0.77490234375,0.8093183636665344,0.40696823596954346,0.8295218348503113
2,0.8448692560195923,0.4258576035499573,1e-04,0.8046875,0.7984469532966614,0.44791096448898315,0.8461538553237915
3,0.8642789125442505,0.39075103402137756,1e-04,0.8203125,0.8176013827323914,0.38337409496307373,0.8440748453140259
4,0.8795868754386902,0.3435061573982239,1e-04,0.850830078125,0.8919758200645447,0.2614917755126953,0.7318087220191956
5,0.8912326693534851,0.31504738330841064,1e-04,0.8603515625,0.8629853129386902,0.31992846727371216,0.8170478343963623
6,0.9072731137275696,0.27486199140548706,1e-04,0.881103515625,0.854702353477478,0.35014456510543823,0.8108108043670654
7,0.9208965301513672,0.24140366911888123,1e-04,0.901611328125,0.8422778248786926,0.3915444314479828,0.8440748453140259
8,0.9350326061248779,0.2088901400566101,1e-04,0.918701171875,0.8712683320045471,0.32986021041870117,0.8024948239326477
9,0.9374496340751648,0.1901322454214096,1e-04,0.919677734375,0.8283002376556396,0.4499492049217224,0.8482328653335571
10,0.9595693349838257,0.14030557870864868,5e-05,0.951904296875,0.8805866837501526,0.33349189162254333,0.7941787838935852
11,0.9647696614265442,0.11959706991910934,5e-05,0.955810546875,0.8386540412902832,0.490451842546463,0.8711018562316895
12,0.9663077592849731,0.11237978935241699,5e-05,0.96044921875,0.8716134428977966,0.35582074522972107,0.8045738339424133
13,0.9693840146064758,0.10578333586454391,5e-05,0.95947265625,0.9056082963943481,0.27808117866516113,0.7442827224731445
14,0.9749505519866943,0.09072072058916092,5e-05,0.9677734375,0.8897325396537781,0.3432420790195465,0.8024948239326477
